"species","continent","country","adm1","adm2","locality","lat","lon","coordUncertaintyM","alt","institution","collection","catalogNumber","basisOfRecord","collector","earliestDateCollected","latestDateCollected","gbifNotes","downloadDate","maxElevationM","minElevationM","maxDepthM","minDepthM","ISO2","cloc"
"Solanum acaule Bitter","South America","Bolivia","La Paz","Murillo","Upper Río Chuquiaguillo. Along cliffs and along the upper Río Chuquiaguillo be- tween 3 km S of the Cumbre de La Paz and the waterfall ca. 1 km above Laguna Inchachaca. Ca. 15-19 km NE of Plaza San Francisco (La Paz).",-16.37,-68.03,NA,4400,"MO","Tropicos","469038","specimen","Marko Lewis","1988-05-02","1988-05-02","Data from GBIF data index - original values.",2013-01-16,NA,"4400",NA,NA,"BO","Upper Río Chuquiaguillo. Along cliffs and along the upper Río Chuquiaguillo be- tween 3 km S of the Cumbre de La Paz and the waterfall ca. 1 km above Laguna Inchachaca. Ca. 15-19 km NE of Plaza San Francisco (La Paz)., La Paz, Murillo, Bolivia, South America"
"Solanum acaule Bitter","South America","Peru","Cusco","Quispicanchis","Al Este de Urcos en la antena de micro-ondas, primer abra llamado Julliwnca.",-13.68,-71.62,NA,4130,"MO","Tropicos","464695","specimen","Percy Núñez y W. Loayza","1988-04-21","1988-04-21","Data from GBIF data index - original values.",2013-01-16,NA,"4130",NA,NA,"PE","Al Este de Urcos en la antena de micro-ondas, primer abra llamado Julliwnca., Cusco, Quispicanchis, Peru, South America"
"Solanum acaule Bitter","South America","Bolivia","La Paz","Murillo","15.6 km above (SW) Cuticucho hydroelectric plant. Moist puna on steep slopes, with some low shrubs.",-16.22,-68.12,NA,4100,"MO","Tropicos","460389","specimen","James C. Solomon","1985-04-17","1985-04-17","Data from GBIF data index - original values.",2013-01-16,NA,"4100",NA,NA,"BO","15.6 km above (SW) Cuticucho hydroelectric plant. Moist puna on steep slopes, with some low shrubs., La Paz, Murillo, Bolivia, South America"
"Solanum acaule Bitter","South America","Bolivia","Potosi",NA,"Frias. Al N de la ciudad de Potosi",-19.58,-65.75,NA,3945,"MO","Tropicos","1763379","specimen","Urgent D, Urgent V, Vidaurre A","1963-04-30","1963-04-30","Data from GBIF data index - original values.",2013-01-16,NA,"3945",NA,NA,"BO","Frias. Al N de la ciudad de Potosi, Potosi, Bolivia, South America"
"Solanum acaule Bitter","South America","Bolivia","Cochabamba",NA,"Alrededores de cerro San Pedro",-17.38,-66.13,NA,NA,"MO","Tropicos","1764542","specimen","Ochoa C","1949-01-27","1949-01-27","Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,"BO","Alrededores de cerro San Pedro, Cochabamba, Bolivia, South America"
"Solanum acaule Bitter","South America","Peru","Cusco","Espinar","Chisiccata, Yauri.  Bosque húmedo-montano Cusco subtropical (bh-ms) subpáramo  100 km de al Sur; Superficie plana alto andina; Especies arbóreas importantes, Escallonia resinosa, E. myrtilloides, E. peridula, Polylepis sp., Buddleia sp.",-15,-71.33,NA,4000,"MO","Tropicos","464951","specimen","Percy Núñez","1987-03-28","1987-03-28","Data from GBIF data index - original values.",2013-01-16,NA,"4000",NA,NA,"PE","Chisiccata, Yauri.  Bosque húmedo-montano Cusco subtropical (bh-ms) subpáramo  100 km de al Sur; Superficie plana alto andina; Especies arbóreas importantes, Escallonia resinosa, E. myrtilloides, E. peridula, Polylepis sp., Buddleia sp., Cusco, Espinar, Peru, South America"
"Solanum acaule Bitter","South America","Argentina","Jujuy","Tumbaya","Ruta 52, 34 km antes de Purmamarca, 1 km de Abra de Lipán",-23.68,-65.63,NA,4200,"MO","Tropicos","2339252","specimen","Cialdella, A. M., Deginani, N. B. & Giussani, L. M.","2002-02-19","2002-02-19","Data from GBIF data index - original values.",2013-01-16,NA,"4200",NA,NA,"AR","Ruta 52, 34 km antes de Purmamarca, 1 km de Abra de Lipán, Jujuy, Tumbaya, Argentina, South America"
"Solanum acaule Bitter","South America","Bolivia","Oruro","Cercado","Cercado. Ca. de Machacamarca, (Oruro y Patacamaya)",-18.2,-67,NA,3700,"MO","Tropicos","1764526","specimen","Ochoa C","1978-03-07","1978-03-07","Data from GBIF data index - original values.",2013-01-16,NA,"3700",NA,NA,"BO","Cercado. Ca. de Machacamarca, (Oruro y Patacamaya), Oruro, Cercado, Bolivia, South America"
"Solanum acaule Bitter","South America","Bolivia","Tarija","Avilez","Aviles. San Miguel, ruta (Tojo-Incayachi.",-21.8,-65.23,NA,3840,"MO","Tropicos","1764515","specimen","Ochoa C","1978-03-16","1978-03-16","Data from GBIF data index - original values.",2013-01-16,NA,"3840",NA,NA,"BO","Aviles. San Miguel, ruta (Tojo-Incayachi., Tarija, Avilez, Bolivia, South America"
"Solanum acaule Bitter","South America","Bolivia","La Paz","Pacajes","Pacajes. Caquiaviri, Kalla Centro.",-17.17,-68.6,NA,3950,"MO","Tropicos","1762829","specimen","Johns T","1982-12-21","1982-12-21","Data from GBIF data index - original values.",2013-01-16,NA,"3950",NA,NA,"BO","Pacajes. Caquiaviri, Kalla Centro., La Paz, Pacajes, Bolivia, South America"
"Solanum acaule Bitter","South America","Bolivia","La Paz",NA,"Gebiet der permischen Gipse zwischen Amarca und Hualacala, Aciachne pulvinata-Grasflur.",-15.25,-68.97,NA,4450,"MO","Tropicos","1857465","specimen","T. Feuerer","1980-02-29","1980-02-29","Data from GBIF data index - original values.",2013-01-16,NA,"4450",NA,NA,"BO","Gebiet der permischen Gipse zwischen Amarca und Hualacala, Aciachne pulvinata-Grasflur., La Paz, Bolivia, South America"
"Solanum acaule Bitter","South America","Argentina","Jujuy",NA,"Depto. Cochinoca: 1.5 km W of the top of Abra Rechaite, along rte 74, 73 km from the town of Abra Pampa.  Dry, scrubby hillsides with small quebradas and vegas.  Plants treated with alchohol before drying.",-22.9,-66.24,NA,4050,"MO","Tropicos","466649","specimen","C.M. Taylor, María Múlgura & Pedro Careno","1994-03-17","1994-03-17","Data from GBIF data index - original values.",2013-01-16,NA,"4050",NA,NA,"AR","Depto. Cochinoca: 1.5 km W of the top of Abra Rechaite, along rte 74, 73 km from the town of Abra Pampa.  Dry, scrubby hillsides with small quebradas and vegas.  Plants treated with alchohol before drying., Jujuy, Argentina, South America"
"Solanum acaule Bitter","South America","Bolivia","La Paz","Loayza","Viloco. Following the upper Río Viloco between Viloco and its source at Nevado Salva- dor Apacheta, and along the slopes of Nevado Tras Cuarenta.",-16.87,-67.47,NA,4615,"MO","Tropicos","468662","specimen","Marko Lewis","1987-12-11","1987-12-11","Data from GBIF data index - original values.",2013-01-16,"4700","4530",NA,NA,"BO","Viloco. Following the upper Río Viloco between Viloco and its source at Nevado Salva- dor Apacheta, and along the slopes of Nevado Tras Cuarenta., La Paz, Loayza, Bolivia, South America"
"Solanum acaule Bitter","South America","Peru","Cusco","Canchis","Dist. Sicuani, Santa Barbara, Murmurani, Pajonal",-13.48,-71.03,NA,4500,"MO","Tropicos","3110477","specimen","A. Tupayachi","2005-03-17","2005-03-17","Data from GBIF data index - original values.",2013-01-16,NA,"4500",NA,NA,"PE","Dist. Sicuani, Santa Barbara, Murmurani, Pajonal, Cusco, Canchis, Peru, South America"
"Solanum acaule Bitter","South America","Bolivia","La Paz","Inquisivi","Cruz Sayaquira - - Bogs and slopes between the small bridge that begins the mining road to Sayaquira, and Estancia Huana Kkota. 10 km SW of Quime. High altitude bogs and grassy slopes.",-17.05,-67.3,NA,4300,"MO","Tropicos","469011","specimen","Marko Lewis","1990-03-01","1990-03-01","Data from GBIF data index - original values.",2013-01-16,NA,"4300",NA,NA,"BO","Cruz Sayaquira - - Bogs and slopes between the small bridge that begins the mining road to Sayaquira, and Estancia Huana Kkota. 10 km SW of Quime. High altitude bogs and grassy slopes., La Paz, Inquisivi, Bolivia, South America"
"Solanum acaule Bitter","South America","Argentina","Jujuy","Yavi","Desde La Quiaca, rumbo a Santa Victoria, pasando el desvío hacia Abra de Lizoite",-22.23,-65.27,NA,NA,"MO","Tropicos","2339488","specimen","Negritto, M. A., Barboza, G. E., Chiarini, F. & Matesevach, M.","2002-03-08","2002-03-08","Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,"AR","Desde La Quiaca, rumbo a Santa Victoria, pasando el desvío hacia Abra de Lizoite, Jujuy, Yavi, Argentina, South America"
"Solanum acaule Bitter","South America","Bolivia","La Paz","Pacajes","Antaquira. Altiplano; in corral and manure pile",-17.07,-68.65,NA,3900,"MO","Tropicos","1451690","specimen","T. Johns","1982-12-06","1982-12-06","Data from GBIF data index - original values.",2013-01-16,NA,"3900",NA,NA,"BO","Antaquira. Altiplano; in corral and manure pile, La Paz, Pacajes, Bolivia, South America"
"Solanum acaule Bitter","South America","Bolivia","La Paz","Aroma","75 km hacia el S y 10 km del desvio hacaia Sapahaqui Ladera con gramíneas en macollos Roseta",-17,-68,NA,4150,"MO","Tropicos","1451683","specimen","St.G. Beck","1981-01-18","1981-01-18","Data from GBIF data index - original values.",2013-01-16,NA,"4150",NA,NA,"BO","75 km hacia el S y 10 km del desvio hacaia Sapahaqui Ladera con gramíneas en macollos Roseta, La Paz, Aroma, Bolivia, South America"
"Solanum acaule Bitter","South America","Bolivia","La Paz","Omasuyos","Omasuyos. Entre Achacachi y Sorata",-15.92,-68.62,NA,4000,"MO","Tropicos","1764507","specimen","Ochoa C","1978-03-07","1978-03-07","Data from GBIF data index - original values.",2013-01-16,NA,"4000",NA,NA,"BO","Omasuyos. Entre Achacachi y Sorata, La Paz, Omasuyos, Bolivia, South America"
"Solanum acaule Bitter","South America","Argentina","Jujuy","Humahuaca","Viniendo desde el límite entre Jujuy y Salta, por ruta nº 13, rumbo hacia Estación Iturbe",-22.89,-65.28,NA,3500,"MO","Tropicos","2339440","specimen","Negritto, M. A., Barboza, G. E., Chiarini, F. & Matesevach, M.","2002-03-07","2002-03-07","Data from GBIF data index - original values.",2013-01-16,NA,"3500",NA,NA,"AR","Viniendo desde el límite entre Jujuy y Salta, por ruta nº 13, rumbo hacia Estación Iturbe, Jujuy, Humahuaca, Argentina, South America"
"Solanum acaule Bitter","South America","Bolivia","Tarija","Avilez","Aviles. San Miguel, cerca a Yunchara, en la ruta Tojo-Iscayachi, creciendo en la base de las paredes de un corral de ovejas, en suelos muy sueltos y fertilizados. Plantas y hojas muy desarrolladas, sin flores.",-21.8,-65.23,NA,3840,"MO","Tropicos","1764519","specimen","Ochoa C","1978-03-19","1978-03-19","Data from GBIF data index - original values.",2013-01-16,NA,"3840",NA,NA,"BO","Aviles. San Miguel, cerca a Yunchara, en la ruta Tojo-Iscayachi, creciendo en la base de las paredes de un corral de ovejas, en suelos muy sueltos y fertilizados. Plantas y hojas muy desarrolladas, sin flores., Tarija, Avilez, Bolivia, South America"
"Solanum acaule Bitter","South America","Bolivia","Cochabamba","Cercado","Base de cerro San Pedro.",-17.38,-66.13,NA,2700,"MO","Tropicos","1763373","specimen","Urgent D, Cardenas M","1963-03-31","1963-03-31","Data from GBIF data index - original values.",2013-01-16,NA,"2700",NA,NA,"BO","Base de cerro San Pedro., Cochabamba, Cercado, Bolivia, South America"
"Solanum acaule Bitter","South America","Bolivia","La Paz","Manco Kapac","Manco Kapac. Cerca de Tiquina.",-16.23,-68.8,NA,3825,"MO","Tropicos","1764550","specimen","Ochoa C, Salas A","1978-02-27","1978-02-27","Data from GBIF data index - original values.",2013-01-16,NA,"3825",NA,NA,"BO","Manco Kapac. Cerca de Tiquina., La Paz, Manco Kapac, Bolivia, South America"
"Solanum acaule Bitter","South America","Bolivia","La Paz","Ingavi","Nr. Tihuanaco",-16.55,-68.67,NA,4000,"MO","Tropicos","1763447","specimen","Balls E","1939-03-29","1939-03-29","Data from GBIF data index - original values.",2013-01-16,NA,"4000",NA,NA,"BO","Nr. Tihuanaco, La Paz, Ingavi, Bolivia, South America"
"Solanum acaule f. acaule",NA,"Bolivia",NA,NA,"Prov. Zudanez or Jaime Mendoza. Corralon Mayu, the Sheep Improvement Station of the Regional Development Corporation for Chuquisaca (CORDECH). 68 km from Tarabuco on road to Azurduy.",-19.45,-64.73333,NA,3540,"USA004","USA004","1440779","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3540",NA,NA,"BO","Prov. Zudanez or Jaime Mendoza. Corralon Mayu, the Sheep Improvement Station of the Regional Development Corporation for Chuquisaca (CORDECH). 68 km from Tarabuco on road to Azurduy., Bolivia"
"Solanum acaule f. acaule",NA,"Argentina",NA,NA,"Pucara, Finca de Luciano Fernandez.",-23.2,-65.28333,NA,3500,"USA004","USA004","1367714","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3500",NA,NA,"AR","Pucara, Finca de Luciano Fernandez., Argentina"
"Solanum acaule f. acaule",NA,"Argentina",NA,NA,"Falda Grande, on trail from Molinos to Ovejeria.",-24.08333,-65.65,NA,3350,"USA004","USA004","1394944","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3350",NA,NA,"AR","Falda Grande, on trail from Molinos to Ovejeria., Argentina"
"Solanum acaule f. acaule",NA,"Argentina",NA,NA,"10 km W of Santa Catalina.",-21.88333,-66.03333,NA,4000,"USA004","USA004","1367606","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"4000",NA,NA,"AR","10 km W of Santa Catalina., Argentina"
"Solanum acaule f. acaule",NA,"Argentina",NA,NA,"Lecho, 1 km W of Yavi.",-22.13333,-65.48333,NA,3500,"USA004","USA004","1367695","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3500",NA,NA,"AR","Lecho, 1 km W of Yavi., Argentina"
"Solanum acaule f. acaule",NA,"Bolivia",NA,NA,"Sud Chichas: about 3 km E of locked gate at E end of Chilcobija, a private mining town, then 0.5 km N, to a farmer's field.",-21.43333,-46.08333,NA,3928,"USA004","USA004","1100094","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3928",NA,NA,"BO","Sud Chichas: about 3 km E of locked gate at E end of Chilcobija, a private mining town, then 0.5 km N, to a farmer's field., Bolivia"
"Solanum acaule f. acaule",NA,"Bolivia",NA,NA,"Aviles.  Near Laguna de Tajsara, south shores.",-21.83333,-65,NA,3700,"USA004","USA004","1393127","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3700",NA,NA,"BO","Aviles.  Near Laguna de Tajsara, south shores., Bolivia"
"Solanum acaule",NA,"Peru",NA,NA,"Caylloma: 5.0 km S of Pulpera on road to Arequipa.",-15.65194,-71.42222,NA,4130,"USA004","USA004","1561392","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"4130",NA,NA,"PE","Caylloma: 5.0 km S of Pulpera on road to Arequipa., Peru"
"Solanum acaule f. acaule",NA,"Argentina",NA,NA,"Esquina Azul, route 40.",-24.65,-66.2,NA,3480,"USA004","USA004","1367671","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3480",NA,NA,"AR","Esquina Azul, route 40., Argentina"
"Solanum acaule f. acaule",NA,"Peru",NA,NA,"Recuay.  Vicinity of Conococha, near Lake of Conococha.",-11.3,-76.28333,NA,4080,"USA004","USA004","1393130","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"4080",NA,NA,"PE","Recuay.  Vicinity of Conococha, near Lake of Conococha., Peru"
"Solanum acaule f. acaule",NA,"Argentina",NA,NA,"Condorhuasi.",-22.11667,-65.7,NA,3550,"USA004","USA004","1367592","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3550",NA,NA,"AR","Condorhuasi., Argentina"
"Solanum acaule f. acaule",NA,"Bolivia",NA,NA,"Prov. Zudanez.  About 3 km from the sheep improvement station at Corralon Mayu on the side road to Cantargallo.",-19.45,-64.75,NA,3580,"USA004","USA004","1440891","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3580",NA,NA,"BO","Prov. Zudanez.  About 3 km from the sheep improvement station at Corralon Mayu on the side road to Cantargallo., Bolivia"
"Solanum acaule f. acaule",NA,"Bolivia",NA,NA,"Tomas Frias: 3.9 km S of Potosi-Sucre road, near Rio Cerdas, N of Chaqui, on the road diverting to the NW.",-19.53333,-65.58333,NA,3524,"USA004","USA004","1100108","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3524",NA,NA,"BO","Tomas Frias: 3.9 km S of Potosi-Sucre road, near Rio Cerdas, N of Chaqui, on the road diverting to the NW., Bolivia"
"Solanum acaule f. acaule",NA,"Argentina",NA,NA,"El Angosto, 34 km W of Santa Catalina.",-21.88333,-66.18333,NA,3700,"USA004","USA004","1367610","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3700",NA,NA,"AR","El Angosto, 34 km W of Santa Catalina., Argentina"
"Solanum acaule f. acaule",NA,"Argentina",NA,NA,"Oratorio, route 64.",-22.1,-66.13333,NA,3800,"USA004","USA004","1367686","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3800",NA,NA,"AR","Oratorio, route 64., Argentina"
"Solanum acaule f. acaule",NA,"Peru",NA,NA,"Huari.  Tambillo.",-7.46667,-76.61667,NA,3900,"USA004","USA004","1393133","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3900",NA,NA,"PE","Huari.  Tambillo., Peru"
"Solanum acaule f. acaule",NA,"Argentina",NA,NA,"30 km W of Santa Catalina, near El Angosto.",-21.88333,-66.18333,NA,3800,"USA004","USA004","1367683","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3800",NA,NA,"AR","30 km W of Santa Catalina, near El Angosto., Argentina"
"Solanum acaule f. acaule",NA,"Argentina",NA,NA,"Santa Catalina, in an abandoned church yard.",-21.95,-66.05,NA,3800,"USA004","USA004","1367685","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3800",NA,NA,"AR","Santa Catalina, in an abandoned church yard., Argentina"
"Solanum acaule f. acaule",NA,"Bolivia",NA,NA,"Prov. Ibanes.  Near Pacachani village, 18.2 km from Sacaca on road to Oruro.  On lower side of road with many stone fences.",-18,-66.43333,NA,3900,"USA004","USA004","1440886","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3900",NA,NA,"BO","Prov. Ibanes.  Near Pacachani village, 18.2 km from Sacaca on road to Oruro.  On lower side of road with many stone fences., Bolivia"
"Solanum acaule f. acaule",NA,"Argentina",NA,NA,"Esquina Blanca.",-22.96667,-65.43333,NA,3600,"USA004","USA004","1367721","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3600",NA,NA,"AR","Esquina Blanca., Argentina"
"Solanum acaule f. acaule",NA,"Bolivia",NA,NA,"Prov. Omasuyos.  Tare.  3.3 km from Huarisata on the road to Escoma (this is not the usual road from Achacachi to Escoma, but an alternate route used when the lake covers parts of the main road).",-15.93333,-68.63333,NA,3940,"USA004","USA004","1440876","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3940",NA,NA,"BO","Prov. Omasuyos.  Tare.  3.3 km from Huarisata on the road to Escoma (this is not the usual road from Achacachi to Escoma, but an alternate route used when the lake covers parts of the main road)., Bolivia"
"Solanum acaule",NA,"Peru",NA,NA,"Yunguyo: in town of Muchace, ca. 10 km ENE of Yunguyo, 100 m N of road.",-16.26083,-69.01028,NA,3850,"USA004","USA004","1561340","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3850",NA,NA,"PE","Yunguyo: in town of Muchace, ca. 10 km ENE of Yunguyo, 100 m N of road., Peru"
"Solanum acaule f. acaule",NA,"Bolivia",NA,NA,"Prov. Ibanes.  In the school yard in the town of Sacaca, and also at the nearby flour mill.",-18.01667,-66.36667,NA,3700,"USA004","USA004","1440885","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3700",NA,NA,"BO","Prov. Ibanes.  In the school yard in the town of Sacaca, and also at the nearby flour mill., Bolivia"
